Sales_ID,Date_ID,Customer_ID,Product_ID,Store_ID,SoLuong,DonGiaBan,ThanhTien,GiaVon
789,20250127,CUST_274,FP3032,ST010,162,27500,4467766.102379184,17000
790,20250505,CUST_125,FP3037,ST001,121,7500,910307.7018169943,4500
791,20250308,CUST_235,FP3050,ST007,49,16500,804565.5990825592,10000
792,20250119,CUST_277,FP3033,ST005,32,28500,925262.0485479683,19000
793,20250618,CUST_203,FP3021,ST007,49,16000,780184.8233527847,10500
794,20250203,CUST_044,FP3050,ST003,57,16500,946325.9464382565,10000
795,20250507,CUST_183,FP3043,ST030,204,13500,2758433.4502295414,9000
796,20250217,CUST_051,FP3030,ST006,163,51500,8392537.011741703,35000
797,20250422,CUST_121,FP3034,ST010,81,12500,1015401.38690436,7500
798,20250303,CUST_273,FP3006,ST026,167,19500,3254678.3495692634,13000
799,20250119,CUST_010,FP3029,ST008,63,29500,1852684.0005002238,22000
800,20250115,CUST_063,FP3017,ST027,393,49500,19428969.766748007,31000
801,20250330,CUST_271,FP3008,ST013,660,32500,21465807.960624628,23000
802,20250322,CUST_062,FP3040,ST007,49,70500,3437689.377898208,41500
803,20250505,CUST_238,FP3037,ST001,61,7500,455153.8509084972,4500
804,20250212,CUST_176,FP3049,ST002,41,22500,930223.5722855044,16000
805,20250214,CUST_136,FP3034,ST003,115,12500,1433827.191573116,7500
806,20250615,CUST_136,FP3035,ST008,126,6500,816437.0171695901,5000
807,20250410,CUST_133,FP3009,ST002,41,34000,1405671.1758980956,21500
808,20250130,CUST_099,FP3048,ST012,464,13000,6037522.438937257,8000
809,20250217,CUST_038,FP3034,ST006,33,12500,407404.7093078497,7500
810,20250622,CUST_278,FP3042,ST006,33,42500,1385176.011646689,29000
811,20250617,CUST_286,FP3010,ST006,33,30500,994067.4907111533,23000
812,20250608,CUST_129,FP3036,ST009,32,10000,316350.0606617755,7500
813,20250101,CUST_191,FP3036,ST003,57,10000,573530.8766292464,7500
814,20250224,CUST_014,FP3033,ST010,41,28500,1157557.5810709705,19000
815,20250512,CUST_086,FP3011,ST004,156,23500,3664956.166917531,17000
816,20250507,CUST_099,FP3015,ST007,98,5500,536377.0660550395,4000
817,20250525,CUST_299,FP3040,ST004,52,70500,3664956.166917531,41500
818,20250211,CUST_128,FP3026,ST008,63,18000,1130451.2545425093,11500
819,20250206,CUST_232,FP3049,ST001,61,22500,1365461.5527254916,16000
820,20250428,CUST_021,FP3035,ST002,41,6500,268731.25421581237,5000
821,20250507,CUST_172,FP3024,ST025,212,17000,3607087.5216721063,12500
822,20250111,CUST_146,FP3021,ST010,81,16000,1299713.7752375808,10500
823,20250304,CUST_230,FP3046,ST001,61,12000,728246.1614535955,7000
824,20250103,CUST_182,FP3002,ST004,52,12000,623822.326283835,8000
825,20250519,CUST_089,FP3042,ST009,32,42500,1344487.757812546,29000
826,20250628,CUST_173,FP3020,ST030,204,14500,2962761.853950248,10500
827,20250322,CUST_136,FP3016,ST010,162,6000,974785.3314281857,4500
828,20250309,CUST_068,FP3031,ST025,424,38500,16337984.656985423,24500
829,20250220,CUST_284,FP3021,ST025,212,16000,3394905.902750218,10500
830,20250312,CUST_114,FP3034,ST007,244,12500,3047596.9662218154,7500
831,20250421,CUST_260,FP3015,ST010,41,5500,223388.30511895922,4000
832,20250623,CUST_005,FP3004,ST027,196,17000,3336287.7377244057,10000
833,20250517,CUST_017,FP3048,ST002,41,13000,537462.5084316247,8000
834,20250315,CUST_251,FP3028,ST003,115,46000,5276484.064989067,33500
835,20250508,CUST_091,FP3023,ST010,41,13500,548316.7489283545,8500
836,20250205,CUST_224,FP3005,ST005,65,25000,1623266.751838541,15500
837,20250301,CUST_137,FP3027,ST001,182,17000,3095046.186177781,11000
838,20250125,CUST_190,FP3048,ST006,130,13000,1694803.5907206547,8000
839,20250317,CUST_161,FP3042,ST004,104,42500,4418741.477843831,29000
840,20250319,CUST_016,FP3018,ST011,1160,42500,49315693.38425229,25500
841,20250225,CUST_223,FP3006,ST004,52,19500,1013711.2802112319,13000
842,20250111,CUST_290,FP3016,ST001,121,6000,728246.1614535955,4500
843,20250310,CUST_214,FP3022,ST010,41,18500,751397.0263092264,11500
844,20250308,CUST_144,FP3043,ST001,182,13500,2457830.7949058847,9000
845,20250525,CUST_010,FP3039,ST001,243,10000,2427487.204845318,6000
846,20250517,CUST_125,FP3026,ST005,32,18000,584376.0306618747,11500
847,20250323,CUST_152,FP3040,ST006,33,70500,2297762.5604962725,41500
848,20250414,CUST_200,FP3015,ST010,203,5500,1116941.525594796,4000
849,20250628,CUST_194,FP3018,ST018,325,42500,13823233.876645282,25500
850,20250119,CUST_105,FP3024,ST004,104,17000,1767496.5911375324,12500
851,20250414,CUST_245,FP3005,ST009,32,25000,790875.1516544388,15500
852,20250614,CUST_282,FP3028,ST030,204,46000,9399106.571152512,33500
853,20250312,CUST_105,FP3019,ST004,52,30500,1585548.4126380805,21500
854,20250317,CUST_048,FP3030,ST008,126,51500,6468693.289882137,35000
855,20250425,CUST_229,FP3029,ST008,126,29500,3705368.0010004477,22000
856,20250509,CUST_151,FP3048,ST002,41,13000,537462.5084316247,8000
857,20250328,CUST_208,FP3044,ST008,63,13500,847838.440906882,9000
858,20250611,CUST_025,FP3005,ST003,57,25000,1433827.191573116,15500
859,20250418,CUST_151,FP3007,ST010,41,22000,893553.2204758369,17000
860,20250310,CUST_086,FP3041,ST006,33,50500,1645915.0256037128,34000
861,20250512,CUST_287,FP3044,ST009,63,13500,854145.163786794,9000
862,20250614,CUST_052,FP3037,ST029,375,7500,2814727.761336025,4500
863,20250217,CUST_163,FP3044,ST007,49,13500,658280.9447039121,9000
864,20250523,CUST_062,FP3008,ST010,122,32500,3960065.4089270043,23000
865,20250227,CUST_061,FP3004,ST007,98,17000,1657892.7496246677,10000
866,20250102,CUST_162,FP3043,ST026,501,13500,6759716.572182316,9000
867,20250516,CUST_270,FP3040,ST002,83,70500,5829401.052989161,41500
868,20250409,CUST_214,FP3048,ST006,33,13000,423700.8976801637,8000
869,20250419,CUST_077,FP3015,ST024,176,5500,967924.8942911233,4000
870,20250317,CUST_267,FP3023,ST003,57,13500,774266.6834494825,8500
871,20250622,CUST_222,FP3016,ST009,127,6000,759240.1455882613,4500
872,20250331,CUST_274,FP3026,ST027,393,18000,7065079.915181094,11500
873,20250117,CUST_054,FP3025,ST002,41,18000,744178.8578284036,12500
874,20250430,CUST_190,FP3029,ST019,321,29500,9477316.927650817,22000
875,20250110,CUST_176,FP3039,ST005,32,10000,324653.3503677082,6000
876,20250624,CUST_073,FP3036,ST004,52,10000,519851.9385698625,7500
877,20250429,CUST_139,FP3004,ST015,1043,17000,17731841.233646743,10000
878,20250601,CUST_204,FP3001,ST015,834,11500,9596055.255855884,7000
879,20250418,CUST_261,FP3033,ST007,195,28500,5558816.866388591,19000
880,20250404,CUST_117,FP3017,ST007,49,49500,2413696.797247678,31000
881,20250615,CUST_176,FP3009,ST008,63,34000,2135296.8141358513,21500
882,20250301,CUST_219,FP3040,ST002,83,70500,5829401.052989161,41500
883,20250327,CUST_132,FP3048,ST025,637,13000,8275083.137953656,8000
884,20250106,CUST_268,FP3002,ST007,49,12000,585138.6175145885,8000
885,20250531,CUST_203,FP3042,ST002,41,42500,1757088.9698726195,29000
886,20250402,CUST_054,FP3020,ST006,33,14500,472589.46279710566,10500
887,20250519,CUST_242,FP3039,ST003,57,10000,573530.8766292464,6000
888,20250107,CUST_222,FP3047,ST003,287,15000,4301481.574719348,10500
889,20250221,CUST_058,FP3043,ST003,57,13500,774266.6834494825,9000
890,20250303,CUST_273,FP3038,ST030,204,11500,2349776.642788128,7000
891,20250222,CUST_258,FP3012,ST003,115,23000,2638242.0324945333,14000
892,20250123,CUST_248,FP3017,ST029,125,49500,6192401.074939255,31000
893,20250602,CUST_100,FP3030,ST006,33,51500,1678507.4023483407,35000
894,20250319,CUST_193,FP3041,ST006,98,50500,4937745.076811139,34000
895,20250203,CUST_200,FP3011,ST028,643,23500,15116245.616936835,17000
896,20250114,CUST_121,FP3007,ST024,704,22000,15486798.308657972,17000
897,20250504,CUST_106,FP3036,ST009,32,10000,316350.0606617755,7500
898,20250128,CUST_198,FP3002,ST010,81,12000,974785.3314281857,8000
899,20250628,CUST_039,FP3036,ST010,41,10000,406160.55476174405,7500
900,20250506,CUST_064,FP3018,ST007,49,42500,2072365.9370308344,25500
901,20250416,CUST_241,FP3007,ST017,377,22000,8289523.151649987,17000
902,20250602,CUST_016,FP3025,ST002,41,18000,744178.8578284036,12500
903,20250123,CUST_227,FP3022,ST006,163,18500,3014794.848878088,11500
904,20250112,CUST_062,FP3037,ST003,172,7500,1290444.4724158044,4500
905,20250615,CUST_193,FP3022,ST009,63,18500,1170495.2244485694,11500
906,20250126,CUST_035,FP3039,ST004,52,10000,519851.9385698625,6000
907,20250618,CUST_193,FP3018,ST007,49,42500,2072365.9370308344,25500
908,20250527,CUST_192,FP3047,ST009,63,15000,949050.1819853266,10500
909,20250114,CUST_097,FP3040,ST005,97,70500,6866418.360277028,41500
910,20250118,CUST_100,FP3005,ST008,63,25000,1570071.1868645963,15500
911,20250325,CUST_292,FP3026,ST010,41,18000,731088.9985711393,11500
912,20250225,CUST_270,FP3018,ST006,33,42500,1385176.011646689,25500
913,20250114,CUST_061,FP3025,ST009,32,18000,569430.1091911959,12500
914,20250206,CUST_195,FP3029,ST003,115,29500,3383832.1721125534,22000
915,20250516,CUST_032,FP3037,ST003,57,7500,430148.1574719348,4500
916,20250130,CUST_256,FP3039,ST003,172,10000,1720592.6298877392,6000
917,20250205,CUST_233,FP3032,ST007,146,27500,4022827.9954127963,17000
918,20250119,CUST_168,FP3048,ST010,41,13000,528008.7211902672,8000
919,20250516,CUST_253,FP3043,ST007,98,13500,1316561.8894078243,9000
920,20250310,CUST_222,FP3033,ST004,260,28500,7407890.124620541,19000
921,20250125,CUST_285,FP3002,ST009,32,12000,379620.07279413065,8000
922,20250528,CUST_095,FP3041,ST006,33,50500,1645915.0256037128,34000
923,20250519,CUST_257,FP3001,ST008,63,11500,722232.7459577144,7000
924,20250522,CUST_154,FP3019,ST014,122,30500,3733346.1969250804,21500
925,20250206,CUST_073,FP3021,ST009,32,16000,506160.09705884085,10500
926,20250608,CUST_015,FP3040,ST001,61,70500,4278446.198539874,41500
927,20250508,CUST_076,FP3028,ST016,237,46000,10885224.22616352,33500
928,20250513,CUST_259,FP3042,ST005,32,42500,1379776.7390627598,29000
929,20250301,CUST_020,FP3001,ST003,57,11500,659560.5081236333,7000
930,20250211,CUST_257,FP3027,ST016,710,17000,12068400.772485642,11000
931,20250413,CUST_069,FP3027,ST001,61,17000,1031682.0620592602,11000
932,20250404,CUST_034,FP3020,ST015,209,14500,3024843.5045632683,10500
933,20250529,CUST_218,FP3027,ST026,167,17000,2837411.894496281,11000
934,20250621,CUST_074,FP3025,ST008,63,18000,1130451.2545425093,12500
935,20250403,CUST_242,FP3015,ST006,65,5500,358516.14419090777,4000
936,20250418,CUST_038,FP3001,ST009,63,11500,727605.1395220837,7000
937,20250131,CUST_025,FP3045,ST009,63,13500,854145.163786794,8500
938,20250303,CUST_080,FP3043,ST004,52,13500,701800.1170693144,9000
939,20250603,CUST_044,FP3006,ST003,57,19500,1118385.2094270305,13000
940,20250602,CUST_060,FP3027,ST005,32,17000,551910.6956251039,11000
941,20250602,CUST_047,FP3030,ST027,589,51500,30320967.969318863,35000
942,20250427,CUST_246,FP3021,ST001,243,16000,3883979.527752509,10500
943,20250624,CUST_065,FP3015,ST001,61,5500,333779.49066623126,4000
944,20250104,CUST_080,FP3046,ST009,63,12000,759240.1455882613,7000
945,20250219,CUST_248,FP3040,ST020,396,70500,27914221.95119993,41500
946,20250315,CUST_230,FP3036,ST009,32,10000,316350.0606617755,7500
947,20250525,CUST_173,FP3017,ST010,81,49500,4020989.492141266,31000
948,20250104,CUST_048,FP3015,ST010,41,5500,223388.30511895922,4000
949,20250508,CUST_078,FP3022,ST002,41,18500,764850.4927680814,11500
950,20250615,CUST_162,FP3014,ST007,49,8500,414473.1874061669,5500
951,20250402,CUST_085,FP3026,ST006,65,18000,1173325.5628066072,11500
952,20250413,CUST_003,FP3005,ST029,125,25000,3127475.290373361,15500
953,20250222,CUST_009,FP3013,ST008,63,12500,785035.5934322982,8000
954,20250626,CUST_100,FP3011,ST009,95,23500,2230267.9276655177,17000
955,20250219,CUST_066,FP3047,ST010,41,15000,609240.832142616,10500
956,20250225,CUST_008,FP3049,ST009,32,22500,711787.6364889949,16000
957,20250421,CUST_146,FP3034,ST002,124,12500,1550372.6204758408,7500
958,20250123,CUST_230,FP3034,ST024,176,12500,2199829.3052070984,7500
959,20250314,CUST_049,FP3047,ST008,314,15000,4710213.560593789,10500
960,20250519,CUST_167,FP3029,ST005,32,29500,957727.3835847391,22000
961,20250228,CUST_063,FP3033,ST010,41,28500,1157557.5810709705,19000
962,20250404,CUST_122,FP3036,ST007,98,10000,975231.029190981,7500
963,20250104,CUST_083,FP3019,ST003,115,30500,3498538.347438403,21500
964,20250201,CUST_248,FP3050,ST005,32,16500,535678.0281067184,10000
965,20250119,CUST_045,FP3022,ST001,61,18500,1122712.8322409596,11500
966,20250506,CUST_161,FP3023,ST007,98,13500,1316561.8894078243,8500
967,20250106,CUST_211,FP3003,ST002,83,20000,1653730.7951742301,13500
968,20250102,CUST_112,FP3008,ST007,49,32500,1584750.422435344,23000
969,20250616,CUST_216,FP3044,ST020,132,13500,1781758.8479489319,9000
970,20250310,CUST_064,FP3037,ST005,97,7500,730470.0383273434,4500
971,20250318,CUST_043,FP3014,ST005,97,8500,827866.0434376558,5500
972,20250315,CUST_268,FP3039,ST009,63,10000,632700.121323551,6000
973,20250504,CUST_294,FP3037,ST010,41,7500,304620.416071308,4500
974,20250506,CUST_200,FP3007,ST001,61,22000,1335117.962664925,17000
975,20250628,CUST_091,FP3044,ST003,57,13500,774266.6834494825,9000
976,20250514,CUST_170,FP3021,ST026,334,16000,5341010.624934176,10500
977,20250126,CUST_167,FP3043,ST009,95,13500,1281217.7456801909,9000
978,20250118,CUST_035,FP3036,ST027,196,10000,1962522.198661415,7500
979,20250115,CUST_188,FP3006,ST013,220,19500,4293161.592124926,13000
980,20250607,CUST_110,FP3048,ST006,33,13000,423700.8976801637,8000
981,20250610,CUST_182,FP3042,ST003,115,42500,4875012.451348594,29000
982,20250304,CUST_011,FP3002,ST010,41,12000,487392.66571409284,8000
983,20250217,CUST_150,FP3004,ST004,52,17000,883748.2955687662,10000
984,20250101,CUST_077,FP3037,ST001,61,7500,455153.8509084972,4500
985,20250210,CUST_299,FP3027,ST008,126,17000,2135296.8141358513,11000
986,20250211,CUST_187,FP3032,ST007,146,27500,4022827.9954127963,17000
987,20250405,CUST_136,FP3020,ST009,32,14500,458707.58795957454,10500
988,20250324,CUST_284,FP3003,ST006,33,20000,651847.5348925595,13500
989,20250619,CUST_127,FP3014,ST003,115,8500,975002.4902697188,5500
990,20250418,CUST_260,FP3044,ST009,32,13500,427072.581893397,9000
991,20250621,CUST_115,FP3024,ST004,104,17000,1767496.5911375324,12500
992,20250115,CUST_068,FP3015,ST026,167,5500,917986.2011605615,4000
993,20250212,CUST_241,FP3005,ST004,104,25000,2599259.6928493124,15500
994,20250516,CUST_242,FP3036,ST001,243,10000,2427487.204845318,7500
995,20250604,CUST_216,FP3013,ST005,32,12500,405816.6879596352,8000
996,20250207,CUST_200,FP3045,ST005,97,13500,1314846.068989218,8500
997,20250104,CUST_111,FP3049,ST004,156,22500,3509000.5853465716,16000
998,20250612,CUST_092,FP3028,ST009,32,46000,1455210.2790441674,33500
999,20250421,CUST_088,FP3007,ST005,32,22000,714237.370808958,17000
1000,20250110,CUST_046,FP3037,ST006,65,7500,488885.65116941964,4500
1001,20250126,CUST_120,FP3037,ST002,41,7500,310074.52409516816,4500
1002,20250525,CUST_098,FP3004,ST001,61,17000,1031682.0620592602,10000
1003,20250610,CUST_204,FP3028,ST006,65,46000,2998498.660505774,33500
1004,20250504,CUST_119,FP3013,ST010,81,12500,1015401.38690436,8000
1005,20250617,CUST_181,FP3021,ST010,122,16000,1949570.6628563714,10500
1006,20250608,CUST_015,FP3004,ST022,729,17000,12398943.05152829,10000
1007,20250405,CUST_142,FP3027,ST010,122,17000,2071418.8292848945,11000
1008,20250326,CUST_070,FP3040,ST009,32,70500,2230267.9276655177,41500
1009,20250520,CUST_234,FP3040,ST004,104,70500,7329912.333835062,41500
1010,20250324,CUST_112,FP3030,ST008,126,51500,6468693.289882137,35000
1011,20250321,CUST_199,FP3018,ST010,41,42500,1726182.3577374122,25500
1012,20250129,CUST_006,FP3017,ST001,182,49500,9012046.247988245,31000
1013,20250626,CUST_141,FP3038,ST021,158,11500,1812137.8574771543,7000
1014,20250226,CUST_249,FP3016,ST006,33,6000,195554.26046776786,4500
1015,20250519,CUST_034,FP3023,ST001,243,13500,3277107.7265411797,8500
1016,20250427,CUST_094,FP3048,ST003,115,13000,1491180.2792360405,8000
1017,20250305,CUST_224,FP3035,ST002,41,6500,268731.25421581237,5000
1018,20250118,CUST_111,FP3010,ST009,63,30500,1929735.3700368307,23000
1019,20250426,CUST_207,FP3044,ST006,65,13500,879994.1721049554,9000
1020,20250217,CUST_273,FP3015,ST009,32,5500,173992.53336397654,4000
1021,20250618,CUST_241,FP3039,ST005,97,10000,973960.0511031245,6000
1022,20250327,CUST_108,FP3034,ST005,65,12500,811633.3759192704,7500
1023,20250616,CUST_022,FP3024,ST003,172,17000,2925007.4708091565,12500
1024,20250412,CUST_123,FP3035,ST008,126,6500,816437.0171695901,5000
1025,20250527,CUST_245,FP3043,ST009,95,13500,1281217.7456801909,9000
1026,20250305,CUST_137,FP3023,ST007,98,13500,1316561.8894078243,8500
1027,20250625,CUST_098,FP3002,ST002,124,12000,1488357.7156568072,8000
1028,20250531,CUST_024,FP3050,ST005,65,16500,1071356.0562134369,10000
1029,20250319,CUST_098,FP3001,ST006,65,11500,749624.6651264435,7000
1030,20250228,CUST_296,FP3015,ST009,127,5500,695970.1334559062,4000
1031,20250613,CUST_200,FP3015,ST002,83,5500,454775.96867291327,4000
1032,20250423,CUST_291,FP3004,ST007,146,17000,2486839.1244370015,10000
1033,20250117,CUST_095,FP3003,ST008,126,20000,2512113.898983354,13500
1034,20250104,CUST_009,FP3043,ST003,57,13500,774266.6834494825,9000
1035,20250421,CUST_046,FP3015,ST006,65,5500,358516.14419090777,4000
1036,20250329,CUST_092,FP3022,ST005,32,18500,600608.6981802601,11500
1037,20250305,CUST_104,FP3001,ST006,98,11500,1124436.9976896653,7000
1038,20250119,CUST_188,FP3004,ST003,57,17000,975002.4902697188,10000
1039,20250131,CUST_300,FP3025,ST005,32,18000,584376.0306618747,12500
1040,20250127,CUST_044,FP3003,ST004,52,20000,1039703.877139725,13500
1041,20250608,CUST_045,FP3028,ST003,57,46000,2638242.0324945333,33500
1042,20250617,CUST_010,FP3015,ST004,260,5500,1429592.8310671218,4000
1043,20250531,CUST_230,FP3044,ST004,52,13500,701800.1170693144,9000
1044,20250228,CUST_045,FP3011,ST025,212,23500,4986268.044664382,17000
1045,20250412,CUST_237,FP3047,ST008,126,15000,1884085.4242375158,10500
1046,20250525,CUST_156,FP3024,ST003,287,17000,4875012.451348594,12500
1047,20250216,CUST_297,FP3019,ST010,203,30500,6193948.460116596,21500
1048,20250602,CUST_286,FP3044,ST007,98,13500,1316561.8894078243,9000
1049,20250622,CUST_220,FP3016,ST010,41,6000,243696.33285704642,4500
1050,20250403,CUST_058,FP3024,ST007,49,17000,828946.3748123338,12500
1051,20250614,CUST_078,FP3015,ST010,81,5500,446776.61023791844,4000
1052,20250322,CUST_069,FP3019,ST027,196,30500,5985692.705917316,21500
1053,20250321,CUST_089,FP3009,ST009,32,34000,1075590.2062500368,21500
1054,20250109,CUST_057,FP3007,ST006,65,22000,1434064.576763631,17000
1055,20250616,CUST_176,FP3007,ST002,41,22000,909551.9373458265,17000
1056,20250107,CUST_257,FP3018,ST010,41,42500,1726182.3577374122,25500
1057,20250512,CUST_194,FP3036,ST003,172,10000,1720592.6298877392,7500
1058,20250105,CUST_289,FP3047,ST016,237,15000,3549529.6389663653,10500
1059,20250311,CUST_079,FP3027,ST004,52,17000,883748.2955687662,11000
1060,20250312,CUST_014,FP3030,ST002,41,51500,2129178.3987868214,35000
1061,20250210,CUST_249,FP3045,ST003,172,13500,2322800.0503484476,8500
1062,20250323,CUST_271,FP3026,ST004,52,18000,935733.4894257525,11500
1063,20250131,CUST_078,FP3034,ST007,146,12500,1828558.1797330892,7500
1064,20250217,CUST_047,FP3006,ST004,260,19500,5068556.401056159,13000
1065,20250227,CUST_262,FP3023,ST021,788,13500,10636461.337365907,8500
1066,20250323,CUST_071,FP3024,ST003,172,17000,2925007.4708091565,12500
1067,20250426,CUST_108,FP3020,ST007,49,14500,707042.4961634611,10500
1068,20250324,CUST_097,FP3045,ST006,65,13500,879994.1721049554,8500
1069,20250623,CUST_191,FP3001,ST002,41,11500,475447.60361259116,7000
1070,20250424,CUST_066,FP3018,ST009,32,42500,1344487.757812546,25500
1071,20250228,CUST_114,FP3006,ST010,162,19500,3168052.3271416035,13000
1072,20250429,CUST_064,FP3037,ST027,196,7500,1471891.6489960612,4500
1073,20250423,CUST_081,FP3003,ST010,41,20000,812321.1095234881,13500
1074,20250510,CUST_100,FP3012,ST008,126,23000,2888930.9838308576,14000
1075,20250107,CUST_143,FP3047,ST001,61,15000,910307.7018169943,10500
1076,20250316,CUST_115,FP3024,ST002,124,17000,2108506.7638471434,12500
1077,20250223,CUST_159,FP3033,ST003,115,28500,3269125.9967867043,19000
1078,20250328,CUST_003,FP3019,ST018,163,30500,4960101.567502131,21500
1079,20250308,CUST_179,FP3025,ST021,158,18000,2836389.689964242,12500
1080,20250504,CUST_054,FP3002,ST008,314,12000,3768170.8484750316,8000
1081,20250416,CUST_247,FP3018,ST020,132,42500,5609240.8176170075,25500
1082,20250102,CUST_247,FP3022,ST009,32,18500,585247.6122242847,11500
1083,20250221,CUST_271,FP3024,ST008,63,17000,1067648.4070679257,12500
1084,20250427,CUST_188,FP3036,ST030,204,10000,2043284.0372070677,7500
1085,20250315,CUST_213,FP3025,ST001,61,18000,1092369.242180393,12500
1086,20250518,CUST_130,FP3041,ST005,32,50500,1639499.4193569263,34000
1087,20250225,CUST_160,FP3033,ST001,243,28500,6918338.533809157,19000
1088,20250502,CUST_005,FP3008,ST010,122,32500,3960065.4089270043,23000
1089,20250512,CUST_200,FP3044,ST010,41,13500,548316.7489283545,9000
1090,20250117,CUST_109,FP3025,ST008,126,18000,2260902.5090850187,12500
1091,20250201,CUST_020,FP3030,ST006,33,51500,1678507.4023483407,35000
1092,20250620,CUST_257,FP3020,ST003,57,14500,831619.7711124072,10500
1093,20250506,CUST_109,FP3039,ST022,292,10000,2917398.3650654797,6000
1094,20250422,CUST_134,FP3043,ST020,132,13500,1781758.8479489319,9000
1095,20250406,CUST_206,FP3008,ST014,122,32500,3978155.783608692,23000
1096,20250405,CUST_271,FP3027,ST005,97,17000,1655732.0868753116,11000
1097,20250619,CUST_036,FP3016,ST007,195,6000,1170277.235029177,4500
1098,20250606,CUST_136,FP3022,ST003,172,18500,3183096.3652923172,11500
1099,20250603,CUST_016,FP3048,ST007,49,13000,633900.1689741376,8000
1100,20250110,CUST_246,FP3041,ST008,251,50500,12686175.18986594,34000
1101,20250511,CUST_187,FP3007,ST002,83,22000,1819103.874691653,17000
1102,20250614,CUST_010,FP3033,ST003,57,28500,1634562.9983933521,19000
1103,20250207,CUST_061,FP3012,ST007,98,23000,2243031.367139256,14000
1104,20250629,CUST_049,FP3027,ST005,32,17000,551910.6956251039,11000
1105,20250211,CUST_025,FP3033,ST009,32,28500,901597.6728860602,19000
1106,20250411,CUST_218,FP3021,ST006,33,16000,521478.02791404765,10500
1107,20250410,CUST_207,FP3045,ST003,115,13500,1548533.366898965,8500
1108,20250106,CUST_168,FP3036,ST004,104,10000,1039703.877139725,7500
1109,20250415,CUST_007,FP3012,ST013,220,23000,5063729.057378117,14000
1110,20250319,CUST_259,FP3029,ST017,188,29500,5557748.476674424,22000
1111,20250525,CUST_016,FP3002,ST010,81,12000,974785.3314281857,8000
1112,20250317,CUST_177,FP3013,ST009,95,12500,1186312.7274816583,8000
1113,20250120,CUST_252,FP3003,ST002,83,20000,1653730.7951742301,13500
1114,20250125,CUST_171,FP3005,ST004,52,25000,1299629.8464246562,15500
1115,20250413,CUST_044,FP3006,ST020,264,19500,5147303.338519136,13000
1116,20250427,CUST_039,FP3047,ST004,52,15000,779777.9078547937,10500
1117,20250526,CUST_152,FP3001,ST003,57,11500,659560.5081236333,7000
1118,20250401,CUST_150,FP3048,ST017,188,13000,2449177.294805678,8000
1119,20250312,CUST_157,FP3040,ST010,162,70500,11453727.64428118,41500
1120,20250121,CUST_267,FP3036,ST004,52,10000,519851.9385698625,7500
1121,20250307,CUST_019,FP3045,ST007,98,13500,1316561.8894078243,8500
1122,20250517,CUST_133,FP3014,ST008,63,8500,533824.2035339628,5500
1123,20250526,CUST_028,FP3014,ST009,95,8500,806692.6546875276,5500
1124,20250601,CUST_143,FP3043,ST027,981,13500,13247024.840964552,9000
1125,20250214,CUST_001,FP3048,ST003,57,13000,745590.1396180203,8000
1126,20250622,CUST_031,FP3040,ST028,214,70500,15116245.616936835,41500
1127,20250217,CUST_151,FP3006,ST006,33,19500,635551.3465202455,13000
1128,20250306,CUST_291,FP3009,ST001,243,34000,8253456.496474082,21500
1129,20250201,CUST_165,FP3046,ST008,63,12000,753634.1696950063,7000
1130,20250523,CUST_024,FP3008,ST006,65,32500,2118504.4884008183,23000
1131,20250403,CUST_264,FP3018,ST002,41,42500,1757088.9698726195,25500
1132,20250106,CUST_026,FP3015,ST010,41,5500,223388.30511895922,4000
1133,20250615,CUST_271,FP3022,ST001,121,18500,2245425.6644819193,11500
1134,20250222,CUST_182,FP3026,ST007,98,18000,1755415.8525437657,11500
1135,20250211,CUST_031,FP3019,ST014,245,30500,7466692.393850161,21500
1136,20250217,CUST_220,FP3035,ST006,130,6500,847401.7953603273,5000
1137,20250424,CUST_153,FP3002,ST006,33,12000,391108.5209355357,8000
1138,20250201,CUST_043,FP3033,ST010,81,28500,2315115.162141941,19000
1139,20250215,CUST_076,FP3047,ST028,214,15000,3216222.4716886883,10500
1140,20250227,CUST_132,FP3014,ST021,473,8500,4018218.7274493426,5500
1141,20250217,CUST_165,FP3035,ST005,97,6500,633074.0332170309,5000
1142,20250305,CUST_236,FP3036,ST023,218,10000,2184215.4657853716,7500
1143,20250403,CUST_027,FP3011,ST007,49,23500,1145896.4592994025,17000
1144,20250530,CUST_123,FP3039,ST003,57,10000,573530.8766292464,6000
1145,20250209,CUST_104,FP3040,ST007,49,70500,3437689.377898208,41500
1146,20250317,CUST_181,FP3045,ST002,41,13500,558134.1433713026,8500
1147,20250326,CUST_210,FP3006,ST004,52,19500,1013711.2802112319,13000
1148,20250516,CUST_224,FP3002,ST005,65,12000,779168.0408824997,8000
1149,20250518,CUST_211,FP3044,ST010,41,13500,548316.7489283545,9000
1150,20250603,CUST_171,FP3049,ST009,158,22500,3558938.182444975,16000
1151,20250106,CUST_290,FP3044,ST003,57,13500,774266.6834494825,9000
1152,20250123,CUST_258,FP3029,ST003,57,29500,1691916.0860562767,22000
1153,20250520,CUST_018,FP3031,ST001,243,38500,9345825.738654476,24500
1154,20250629,CUST_224,FP3020,ST008,126,14500,1821282.576762932,10500
1155,20250629,CUST_281,FP3007,ST001,303,22000,6675589.813324625,17000
1156,20250329,CUST_114,FP3027,ST005,32,17000,551910.6956251039,11000
1157,20250210,CUST_221,FP3033,ST010,41,28500,1157557.5810709705,19000
